ma,cay,ma1,khoa,loai,vido,tenhc,kinhdo,matinh,tentinh,matinhxa,dansonguoi,trungtamhc,dientichkm2,truocsapnhap,area
2751,2687.2751,95,29Gia Định,phường,10.7983,Gia Định,106.699,29,thành phố Hồ Chí Minh,29.95,125946,"Tạm thời sử dụng trụ sở UBND phường 7, Bình Thạnh cũ, 58 Hoàng Hoa Thám, phường 7 và trụ sở UBND phường 2 cũ, số 14 Phan Bội Châu, phường 2.
Dự kiến xây dựng trụ sở UBND phường Gia Định tại số 134 Lê Văn Duyệt, phường 1, quận Bình Thạnh cũ",2.76,"Phường 1, Phường 2, Phường 7, Phường 17 (quận Bình Thạnh)",2776275.0
2722,2687.2722,96,29Bình Quới,phường,10.822,Bình Quới,106.742,29,thành phố Hồ Chí Minh,29.96,46200,"1 khu hành chính Thanh Đa, phường 27, quận Bình Thạnh cũ",6.34,"Phường 27, Phường 28",6403599.0
2757,2687.2757,97,29Hòa Bình,phường,10.7702,Hòa Bình,106.645,29,thành phố Hồ Chí Minh,29.97,49863,"347 Lạc Long Quân, phường 5, quận 11 cũ và 416/1 Lạc Long Quân, quận 11 cũ",0.98,"Phường 5, Phường 14 (Quận 11)",985947.0
2820,2687.282,98,29Tân Sơn Hòa,phường,10.806,Tân Sơn Hòa,106.666,29,thành phố Hồ Chí Minh,29.98,64150,"291 Lê Văn Sỹ, phường 1, quận Tân Bình cũ",2.62,"Phường 1, Phường 2, Phường 3 (quận Tân Bình)",2658686.0
2850,2687.285,99,29Vườn Lài,phường,10.7644,Vườn Lài,106.675,29,thành phố Hồ Chí Minh,29.99,104076,"168 (số cũ 66) Hùng Vương, phường 2, quận 10 cũ",1.27,"Phường 1, Phường 2, Phường 4, Phường 9, Phường 10 (Quận 10)",1282371.0
3264,3187.3264,100,33Thới Lai,xã,10.0411,Thới Lai,105.551,33,thành phố Cần Thơ,33.1,36371,Huyện ủy Thới Lai,50.78,"Thị trấn Thới Lai, Xã Thới Tân, Xã Trường Thắng",51225429.0
2821,2687.2821,101,29Tân Sơn Nhất,phường,10.8007,Tân Sơn Nhất,106.658,29,thành phố Hồ Chí Minh,29.101,84639,"25/4-6 Hoàng Việt, phường 4, quận Tân Bình cũ",3.19,"Phường 4, Phường 5, Phường 7 (quận Tân Bình)",3220060.0
3196,3187.3196,102,33Cờ Đỏ,xã,10.0678,Cờ Đỏ,105.416,33,thành phố Cần Thơ,33.102,đang cập nhật,Huyện ủy Cờ Đỏ,44.63,"Thị trấn Cờ Đỏ, Xã Thới Đông, Xã Thới Xuân",45040286.0
3263,3187.3263,103,33Thới Hưng,xã,10.124,Thới Hưng,105.519,33,thành phố Cần Thơ,33.103,19044,UBND xã Thới Hưng,69.92,Không sáp nhập,70514312.0
3201,3187.3201,104,33Đông Hiệp,xã,10.0745,Đông Hiệp,105.503,33,thành phố Cần Thơ,33.104,22762,UBND xã Đông Hiệp,46.25,"Xã Đông Thắng, Xã Xuân Thắng, Xã Đông Hiệp",46632096.0
3203,3187.3203,105,33Đông Thuận,xã,10.0238,Đông Thuận,105.469,33,thành phố Cần Thơ,33.105,24586,UBND xã Đông Thuận,60.89,"Xã Đông Bình, Xã Đông Thuận",61366720.0
3237,3187.3237,106,33Phong Điền,phường,10.0279,Phong Điền,105.669,33,thành phố Cần Thơ,33.106,51949,Huyện ủy Phong Điền,45.58,"Thị trấn Phong Điền, Xã Tân Thới, Xã Giai Xuân",45914398.0
3232,3187.3232,107,33Nhơn Ái,xã,9.97745,Nhơn Ái,105.682,33,thành phố Cần Thơ,33.107,40707,UBND xã Nhơn Ái,38.16,"Xã Nhơn Nghĩa, Xã Nhơn Ái",38429327.0
3273,3187.3273,108,33Trường Long,xã,9.98011,Trường Long,105.618,33,thành phố Cần Thơ,33.108,24064,UBND xã Trường Long,31.01,Không sáp nhập,31235714.0
3276,3187.3276,109,33Trường Xuân,xã,9.97916,Trường Xuân,105.525,33,thành phố Cần Thơ,33.109,36405,UBND xã Trường Xuân,67.94,"Xã Trường Xuân A, Xã Trường Xuân B, Xã Trường Xuân",68477156.0
3275,3187.3275,110,33Trường Thành,xã,10.0423,Trường Thành,105.61,33,thành phố Cần Thơ,33.11,37802,UBND xã Định Môn,59.09,"Xã Tân Thạnh, Xã Định Môn, Xã Trường Thành",59519939.0
3278,3187.3278,111,33Vị Thanh,phường,9.76382,Vị Thanh,105.47,33,thành phố Cần Thơ,33.111,32766,UBND TP Vị Thanh,22.11,"Phường I, Phường III, Phường VII",22293062.0
2705,2687.2705,112,29Bảy Hiền,phường,10.7922,Bảy Hiền,106.649,29,thành phố Hồ Chí Minh,29.112,132252,"1129/20 Lạc Long Quân, phường 11, quận Tân Bình cũ",2.86,"Phường 10, Phường 11, Phường 12 (quận Tân Bình)",2763409.0
2807,2687.2807,113,29Tân Bình,phường,10.8006,Tân Bình,106.642,29,thành phố Hồ Chí Minh,29.113,89373,"387A Trường Chinh, phường 14, quận Tân Bình cũ",2.12,"Phường 13, Phường 14 (quận Tân Bình), Phường 15 (quận Tân Bình)",2200892.0
2812,2687.2812,114,29Tân Hòa,phường,10.7809,Tân Hòa,106.655,29,thành phố Hồ Chí Minh,29.114,93437,"356 Bắc Hải, phường 6, quận Tân Bình cũ",1.47,"Phường 6, Phường 8, Phường 9 (quận Tân Bình)",1483176.0
2819,2687.2819,115,29Tân Sơn,phường,10.8224,Tân Sơn,106.65,29,thành phố Hồ Chí Minh,29.115,77229,"822 Trường Chinh, phường 15, quận Tân Bình cũ",10.12,Phường 15 (quận Tân Bình),10233435.0
2822,2687.2822,116,29Tân Sơn Nhì,phường,10.8009,Tân Sơn Nhì,106.624,29,thành phố Hồ Chí Minh,29.116,117277,"48 Tân Quý, phường Tân Quý, quận Tân Phú  cũ và UBND phường Tân Sơn Nhì cũ (cơ sở 2)",3.49,"Phường Tân Sơn Nhì, Phường Sơn Kỳ, Phường Tân Quý, Phường Tân Thành",3551510.0
2831,2687.2831,117,29Tây Thạnh,phường,10.8134,Tây Thạnh,106.623,29,thành phố Hồ Chí Minh,29.117,72616,"200/12 Nguyễn Hữu Tiến, phường Tây Thạnh, quận Tân Phú cũ và Nhà Văn hóa Lao động (cơ sở 2)",4.00,"Phường Tây Thạnh, Phường Sơn Kỳ",3525085.0
3277,3187.3277,118,33Vị Tân,phường,9.79155,Vị Tân,105.454,33,thành phố Cần Thơ,33.118,36079,UBND xã Vị Tân,37.07,"Phường IV, Phường V, Xã Vị Tân",37295069.0
3208,3187.3208,119,33Hỏa Lựu,xã,9.71728,Hỏa Lựu,105.401,33,thành phố Cần Thơ,33.119,đang cập nhật,UBND xã Hoả Lựu,59.75,"Xã Tân Tiến, Xã Hỏa Tiến, Xã Hỏa Lựu",60304182.0
3050,2981.305,120,31Tân Đông,xã,10.4019,Tân Đông,106.718,31,tỉnh Đồng Tháp,31.12,51413,UBND xã Tân Tây,50.40,"Xã Tân Phước (huyện Gò Công Đông), Xã Tân Tây, Xã Tân Đông",52193560.0
3049,2981.3049,121,31Tân Điền,xã,10.3522,Tân Điền,106.754,31,tỉnh Đồng Tháp,31.121,2213,UBND xã Tân Điền,39.00,"Xã Bình Ân, Xã Tân Điền",31767067.0
2401,2369.2401,122,26Đam Rông 2,xã,12.0533,Đam Rông 2,108.109,26,tỉnh Lâm Đồng,26.122,16253,Trung tâm hành chính huyện Đam Rông,365.58,"Xã Rô Men, Xã Liêng Srônh",366314462.0
2794,2687.2794,123,29Phú Thọ Hòa,phường,10.7892,Phú Thọ Hòa,106.628,29,thành phố Hồ Chí Minh,29.123,140436,"146 Độc Lập, phường Tân Thành, quận Tân Phú cũ và UBND phường Phú Thọ Hòa cũ (cơ sở 2)",3.03,"Phường Phú Thọ Hòa, Phường Tân Thành, Phường Tân Quý",3220832.0
2792,2687.2792,124,29Phú Thạnh,phường,10.7728,Phú Thạnh,106.627,29,thành phố Hồ Chí Minh,29.124,103780,"275 Nguyễn Sơn, phường Phú Thạnh, quận Tân Phú và UBND phường Hiệp Tân cũ (cơ sở 2)",2.98,"Phường Hiệp Tân, Phường Phú Thạnh, Phường Tân Thới Hòa",3031811.0
3202,3187.3202,125,33Đông Phước,xã,9.93409,Đông Phước,105.763,33,thành phố Cần Thơ,33.125,40105,UBND xã Đông Thạnh,40.00,"Thị trấn Cái Tắc, Xã Đông Thạnh, Xã Đông Phước A",40987837.0
3249,3187.3249,126,33Tân Bình,xã,9.86425,Tân Bình,105.646,33,thành phố Cần Thơ,33.126,38032,UBND xã Tân Bình,61.85,"Xã Bình Thành, Xã Tân Bình",66378823.0
2817,2687.2817,127,29Tân Phú,phường,10.7751,Tân Phú,106.638,29,thành phố Hồ Chí Minh,29.127,93117,"70A Thoại Ngọc Hầu, phường Hòa Thạnh, quận Tân Phú cũ ",2.52,"Phường Phú Trung, Phường Hòa Thạnh, Phường Tân Thới Hòa, Phường Tân Thành",2250511.0
2750,2687.275,128,29Đức Nhuận,phường,10.8055,Đức Nhuận,106.677,29,thành phố Hồ Chí Minh,29.128,71495,"744 Nguyễn Kiệm, quận Phú Nhuận cũ",2.16,"Phường 4, Phường 5, Phường 9 (quận Phú Nhuận)",2148127.0
2732,2687.2732,129,29Cầu Kiệu,phường,10.7995,Cầu Kiệu,106.689,29,thành phố Hồ Chí Minh,29.129,62663,"18 Đoàn Thị Điểm, quận Phú Nhuận cũ",1.23,"Phường 1, Phường 2, Phường 7 (quận Phú Nhuận), Phường 15 (quận Phú Nhuận)",1314113.0
2791,2687.2791,130,29Phú Nhuận,phường,10.7943,Phú Nhuận,106.673,29,thành phố Hồ Chí Minh,29.13,68420,"159 Nguyễn Văn Trỗi, phường 11, quận Phú Nhuận cũ",1.46,"Phường 8, Phường 10, Phường 11, Phường 13 (quận Phú Nhuận), Phường 15 (quận Phú Nhuận)",1385402.0
2691,2687.2691,131,29An Khánh,phường,10.7881,An Khánh,106.732,29,thành phố Hồ Chí Minh,29.131,76967,"171/1 Lương Định Của, phường An Khánh, TP Thủ Đức cũ",15.33,"Phường Thủ Thiêm, Phường An Lợi Đông, Phường Thảo Điền, Phường An Khánh, Phường An Phú (thành phố Thủ Đức)",18680670.0
2729,2687.2729,132,29Bình Trưng,phường,10.795,Bình Trưng,106.767,29,thành phố Hồ Chí Minh,29.132,121382,"8 đường Hồ Thị Nhung, khu phố 4, phường Bình Trưng Đông, TP Thủ Đức cũ",14.82,"Phường Bình Trưng Đông, Phường Bình Trưng Tây, Phường An Phú (thành phố Thủ Đức)",11496660.0
2731,2687.2731,133,29Cát Lái,phường,10.7634,Cát Lái,106.773,29,thành phố Hồ Chí Minh,29.133,68654,"45 Phan Bá Vành, phường Thạnh Mỹ Lợi, TP Thủ Đức cũ",19.65,"Phường Thạnh Mỹ Lợi, Phường Cát Lái",19636887.0
2760,2687.276,134,29Hòa Hưng,phường,10.7776,Hòa Hưng,106.67,29,thành phố Hồ Chí Minh,29.134,96414,"TT20 (số cũ LL1) Tam Đảo, phường 15, quận 10 cũ",2.59,"Phường 12, Phường 13, Phường 15 (Quận 10), Phường 14 (Quận 10)",2559448.0
2782,2687.2782,135,29Nhiêu Lộc,phường,10.7855,Nhiêu Lộc,106.676,29,thành phố Hồ Chí Minh,29.135,88090,"82 Bà Huyện Thanh Quan, phường 9, quận 3 cũ",1.71,"Phường 9, Phường 11, Phường 12, Phường 14 (Quận 3)",1718432.0
3256,3187.3256,136,33Thạnh Hòa,xã,9.87692,Thạnh Hòa,105.728,33,thành phố Cần Thơ,33.136,63248,UBND xã Long Thạnh,81.36,"Xã Long Thạnh, Xã Tân Long, Xã Thạnh Hòa",81949039.0
3200,3187.32,137,33Đại Thành,phường,9.84481,Đại Thành,105.82,33,thành phố Cần Thơ,33.137,34594,UBND TP Ngã Bảy,53.00,"Phường Hiệp Lợi, Xã Tân Thành, Xã Đại Thành",53382721.0
3243,3187.3243,138,33Phụng Hiệp,xã,9.80551,Phụng Hiệp,105.684,33,thành phố Cần Thơ,33.138,33408,UBND xã Hoà Mỹ,66.78,"Xã Hòa Mỹ, Xã Phụng Hiệp",67269261.0
3207,3187.3207,139,33Hòa An,xã,9.78092,Hòa An,105.635,33,thành phố Cần Thơ,33.139,32937,UBND thị trấn Kinh Cùng,61.62,"Thị trấn Kinh Cùng, Xã Hòa An",62079414.0
2852,2687.2852,140,29Xuân Hòa,phường,10.7818,Xuân Hòa,106.69,29,thành phố Hồ Chí Minh,29.14,48464,"99 - 99A Trần Quốc Thảo, phường Võ Thị Sáu, quận 3 cũ",2.22,"Phường Võ Thị Sáu, Phường 4 (Quận 3)",2318134.0
2702,2687.2702,141,29Bàn Cờ,phường,10.7705,Bàn Cờ,106.682,29,thành phố Hồ Chí Minh,29.141,67634,"296-298 Nguyễn Thiện Thuật, phường 3, quận 3 cũ",0.99,"Phường 1, Phường 2, Phường 3, Phường 5, Phường 4 (Quận 3)",912835.0
3245,3187.3245,142,33Phương Bình,xã,9.71564,Phương Bình,105.688,33,thành phố Cần Thơ,33.142,33937,UBND xã Phương Bình,85.87,"Xã Phương Phú, Xã Phương Bình",86548883.0
2459,2369.2459,143,26Phúc Thọ Lâm Hà,xã,11.7837,Phúc Thọ Lâm Hà,108.082,26,tỉnh Lâm Đồng,26.143,đang cập nhật,UBND xã Tân Thanh,231.14,"Xã Phúc Thọ, Xã Tân Thanh",231070398.0
2404,2369.2404,144,26Di Linh,xã,11.5354,Di Linh,108.046,26,tỉnh Lâm Đồng,26.144,64179,HĐND và UBND huyện Di Linh,268.28,"Thị trấn Di Linh, Xã Liên Đầm, Xã Tân Châu, Xã Gung Ré",268834479.0
2403,2369.2403,145,26Đam Rông 4,xã,12.1741,Đam Rông 4,108.367,26,tỉnh Lâm Đồng,26.145,17184,UBND xã Đạ Tông,391.25,"Xã Đạ Tông, Xã Đạ Long, Xã Đưng K’Nớ",391778129.0
2402,2369.2402,146,26Đam Rông 3,xã,12.1616,Đam Rông 3,108.178,26,tỉnh Lâm Đồng,26.146,15841,UBND xã Đạ Rsal,139.38,"Xã Đạ Rsal, Xã Đạ M’Rông",139679229.0
2726,2687.2726,147,29Bình Thới,phường,10.7626,Bình Thới,106.642,29,thành phố Hồ Chí Minh,29.147,55851,"268 - 270 Bình Thới, quận 11 cũ",1.52,"Phường 3, Phường 10 (Quận 11), Phường 8 (Quận 11)",1523892.0
2777,2687.2777,148,29Minh Phụng,phường,10.7559,Minh Phụng,106.648,29,thành phố Hồ Chí Minh,29.148,74459,"139B Thuận Kiều, quận 11 cũ",1.27,"Phường 1, Phường 7, Phường 16 (Quận 11)",1281427.0
3223,3187.3223,149,33Lương Tâm,xã,9.62804,Lương Tâm,105.428,33,thành phố Cần Thơ,33.149,2402,UBND xã Lương Tâm,60.53,"Xã Lương Nghĩa, Xã Lương Tâm",61086477.0
3290,3187.329,150,33Xà Phiên,xã,9.6319,Xà Phiên,105.527,33,thành phố Cần Thơ,33.15,46156,UBND xã Xà Phiên,100.48,"Xã Thuận Hòa (huyện Long Mỹ), Xã Thuận Hưng, Xã Xà Phiên",101318526.0
3289,3187.3289,151,33Vĩnh Viễn,xã,9.67488,Vĩnh Viễn,105.432,33,thành phố Cần Thơ,33.151,24432,UBND huyện Long Mỹ,68.86,"Thị trấn Vĩnh Viễn, Xã Vĩnh Viễn A",69470013.0
3246,3187.3246,152,33Sóc Trăng,phường,9.62716,Sóc Trăng,105.991,33,thành phố Cần Thơ,33.152,61253,UBND phường 6,41.67,"Phường 5, Phường 6, Phường 7, Phường 8",41838789.0
3241,3187.3241,153,33Phú Lợi,phường,9.59174,Phú Lợi,105.985,33,thành phố Cần Thơ,33.153,95516,UBND TP Sóc Trăng,26.79,"Phường 1 (thành phố Sóc Trăng), Phường 2 (thành phố Sóc Trăng), Phường 3 (thành phố Sóc Trăng), Phường 4",27032478.0
3211,3187.3211,154,33Kế Sách,xã,9.77057,Kế Sách,105.944,33,thành phố Cần Thơ,33.154,43332,UBND huyện Kế Sách,61.58,"Thị trấn Kế Sách, Xã Kế An, Xã Kế Thành",61914031.0
3189,3187.3189,155,33An Lạc Thôn,xã,9.87378,An Lạc Thôn,105.912,33,thành phố Cần Thơ,33.155,56248,UBND thị trấn An Lạc Thôn,84.99,"Thị trấn An Lạc Thôn, Xã Xuân Hòa, Xã Trinh Phú",85595116.0
2851,2687.2851,156,29Xóm Chiếu,phường,10.757,Xóm Chiếu,106.717,29,thành phố Hồ Chí Minh,29.156,57875,"18 Đoàn Như Hài, phường 13, quận 4 cũ",1.94,"Phường 13, Phường 16, Phường 18, Phường 15 (Quận 4)",1878575.0
3204,3187.3204,157,33Gia Hòa,xã,9.43175,Gia Hòa,105.8,33,thành phố Cần Thơ,33.157,40135,UBND xã Gia Hòa 2,77.06,"Xã Thạnh Quới, Xã Gia Hòa 2",77650621.0
3230,3187.323,158,33Ngã Năm,phường,9.58612,Ngã Năm,105.612,33,thành phố Cần Thơ,33.158,58588,UBND thị xã Ngã Năm,95.30,"Phường 1 (thị xã Ngã Năm), Phường 2 (thị xã Ngã Năm), Xã Vĩnh Quới",95989910.0
3252,3187.3252,159,33Tân Long,xã,9.52249,Tân Long,105.669,33,thành phố Cần Thơ,33.159,35492,UBND xã Tân Long,102.12,"Xã Thạnh Tân, Xã Long Bình, Xã Tân Long",103143692.0
3226,3187.3226,160,33Mỹ Quới,phường,9.4866,Mỹ Quới,105.58,33,thành phố Cần Thơ,33.16,3024,UBND xã Mỹ Quới,83.91,"Phường 3 (thị xã Ngã Năm), Xã Mỹ Bình, Xã Mỹ Quới",84619878.0
3240,3187.324,161,33Phú Lộc,xã,9.43517,Phú Lộc,105.711,33,thành phố Cần Thơ,33.161,50929,Huyện ủy Thạnh Trị,80.15,"Thị trấn Hưng Lợi, Thị trấn Phú Lộc, Xã Thạnh Trị",80781631.0
3214,3187.3214,162,33Lâm Tân,xã,9.50692,Lâm Tân,105.773,33,thành phố Cần Thơ,33.162,32006,UBND xã Lâm Tân,90.83,"Xã Tuân Tức, Xã Lâm Kiết, Xã Lâm Tân",91663648.0
3283,3187.3283,163,33Vĩnh Lợi,xã,9.4381,Vĩnh Lợi,105.643,33,thành phố Cần Thơ,33.163,17236,UBND xã Vĩnh Lợi,31.98,"Xã Châu Hưng, Xã Vĩnh Thành, Xã Vĩnh Lợi",77386828.0
3281,3187.3281,164,33Vĩnh Châu,phường,9.34799,Vĩnh Châu,106.034,33,thành phố Cần Thơ,33.164,68437,UBND thị xã Vĩnh Châu,98.26,"Phường 1 (thị xã Vĩnh Châu), Phường 2 (thị xã Vĩnh Châu), Xã Lạc Hòa",104411152.0
2764,2687.2764,165,29Khánh Hội,phường,10.7589,Khánh Hội,106.704,29,thành phố Hồ Chí Minh,29.165,94507,"104 Bến Vân Đồn, phường 9, quận 4 cũ",1.07,"Phường 8, Phường 9 (Quận 4), Phường 2, Phường 4 (Quận 4), Phường 15 (Quận 4)",1123926.0
2846,2687.2846,166,29Vĩnh Hội,phường,10.7553,Vĩnh Hội,106.696,29,thành phố Hồ Chí Minh,29.166,63015,"183 Tôn Thất Thuyết, phường 4 cũ",1.17,"Phường 1, Phường 3 (Quận 4), Phường 2, Phường 4 (Quận 4)",1193913.0
3212,3187.3212,167,33Khánh Hòa,phường,9.40992,Khánh Hòa,106.026,33,thành phố Cần Thơ,33.167,37634,UBND phường Khánh Hòa,130.48,"Phường Khánh Hòa, Xã Vĩnh Hiệp, Xã Hòa Đông",131152410.0
3282,3187.3282,168,33Vĩnh Hải,xã,9.37338,Vĩnh Hải,106.134,33,thành phố Cần Thơ,33.168,2782,UBND xã Vĩnh Hải,83.75,Không sáp nhập,78579719.0
3284,3187.3284,169,33Vĩnh Phước,phường,9.32011,Vĩnh Phước,105.912,33,thành phố Cần Thơ,33.169,51897,UBND phường Vĩnh Phước,103.15,"Phường Vĩnh Phước, Xã Vĩnh Tân",106121670.0
3213,3187.3213,170,33Lai Hòa,xã,9.29803,Lai Hòa,105.844,33,thành phố Cần Thơ,33.17,29426,UBND xã Lai Hòa,55.37,Không sáp nhập,55117988.0
3131,3084.3131,171,32Long Xuyên,phường,10.3661,Long Xuyên,105.423,32,tỉnh An Giang,32.171,154858,Phường Mỹ Hòa,29.98,"Phường Mỹ Bình, Phường Mỹ Long, Phường Mỹ Xuyên, Phường Mỹ Phước, Phường Mỹ Quý, Phường Mỹ Hòa",30198810.0
2740,2687.274,172,29Chợ Quán,phường,10.7574,Chợ Quán,106.681,29,thành phố Hồ Chí Minh,29.172,63545,"462-464 An Dương Vương, phường 4, quận 5 cũ",1.28,"Phường 1, Phường 2, Phường 4 (Quận 5)",1285859.0
2688,2687.2688,173,29An Đông,phường,10.7548,An Đông,106.672,29,thành phố Hồ Chí Minh,29.173,81229,"209 An Dương Vương, phường 7, quận 5 cũ",1.32,"Phường 5, Phường 7, Phường 9 (Quận 5)",1332221.0
3092,3084.3092,174,32Bình Đức,phường,10.3966,Bình Đức,105.399,32,tỉnh An Giang,32.174,72822,Phường Bình Khánh (169 Hàm Nghi),28.23,"Phường Bình Khánh, Phường Bình Đức, Xã Mỹ Khánh",28606625.0
3134,3084.3134,175,32Mỹ Thới,phường,10.3305,Mỹ Thới,105.451,32,tỉnh An Giang,32.175,6045,UBND phường Mỹ Thới,37.09,"Phường Mỹ Thạnh, Phường Mỹ Thới",37380657.0
3133,3084.3133,176,32Mỹ Hòa Hưng,xã,10.4186,Mỹ Hòa Hưng,105.436,32,tỉnh An Giang,32.176,26727,UBND xã Mỹ Hòa Hưng,19.65,Không sáp nhập,19778353.0
2439,2369.2439,177,26Lang Biang - Đà Lạt,phường,12.0564,Lang Biang - Đà Lạt,108.402,26,tỉnh Lâm Đồng,26.177,đang cập nhật,"Trụ sở huyện ủy, HĐND và UBND huyện Lạc Dương",323.74,"Phường 7, Thị trấn Lạc Dương, Xã Lát",323280750.0
2739,2687.2739,178,29Chợ Lớn,phường,10.7532,Chợ Lớn,106.659,29,thành phố Hồ Chí Minh,29.178,85066,"131 Triệu Quang Phục, phường 11, quận 5 cũ",1.67,"Phường 11, Phường 12, Phường 13, Phường 14 (Quận 5)",1679594.0
2724,2687.2724,179,29Bình Tây,phường,10.7507,Bình Tây,106.645,29,thành phố Hồ Chí Minh,29.179,63293,"178/7R Hậu Giang, phường 2, quận 6 cũ",1.05,"Phường 2, Phường 9 (Quận 6)",1087820.0
2438,2369.2438,180,26Lâm Viên - Đà Lạt,phường,11.9746,Lâm Viên - Đà Lạt,108.466,26,tỉnh Lâm Đồng,26.18,71369,"UBND phường 9, đường - 09 đường Quang Trung",35.03,"Phường 8, Phường 9, Phường 12",35041220.0
2492,2369.2492,181,26Xuân Hương - Đà Lạt,phường,11.9033,Xuân Hương - Đà Lạt,108.443,26,tỉnh Lâm Đồng,26.181,103178,"Thành ủy Đà Lạt, số 31 Đinh Tiên Hoàng",73.45,"Phường 1 (thành phố Đà Lạt), Phường 2 (thành phố Đà Lạt), Phường 3, Phường 4, Phường 10",73506285.0
